miRNA id,logFC,AveExpr,t,P.Value,adj.P.Val,B,mature
MI0000404,0.488052847,0.638286597,0.595048404,0.559254605,0.837328422,-5.745981626,MIMAT0000382|MIMAT0004581
MI0000692,0.653669027,6.811532998,0.590988634,0.561912489,0.838977373,-5.948926544,MIMAT0000655|MIMAT0017051
MI0000405,-0.328098989,11.94406672,-0.577804881,0.570589202,0.84957895,-6.259451293,MIMAT0000383|MIMAT0000384
MI0022883,-0.550203567,-0.210256765,-0.569071139,0.576375132,0.853899786,-5.782245302,MIMAT0027972|MIMAT0027973
MI0022760,0.572161777,-0.31425109,0.568642912,0.576659596,0.853899786,-5.782937374,MIMAT0027726|MIMAT0027727
MI0000691,-0.736503928,3.12582044,-0.564963438,0.579106759,0.855174091,-5.771916085,MIMAT0000654|MIMAT0017050
MI0000763,-0.489063608,5.149162086,-0.557602609,0.58401817,0.860070474,-5.874349784,MIMAT0000706|MIMAT0004684
MI0016980,0.486727615,-0.520122859,0.54912593,0.589700078,0.865612284,-5.798428223,MIMAT0019355
MI0000820,0.803593441,2.268704859,0.547202528,0.590993174,0.865612284,-5.761959096,MIMAT0003473_1|MIMAT0000145_1
MI0022938,-0.515288086,-0.416180386,-0.540802624,0.595305968,0.86956617,-5.800311291,MIMAT0028082|MIMAT0028083
MI0022354,-0.852721479,1.371730022,-0.53540635,0.598954508,0.870179191,-5.747719452,MIMAT0025583
MI0022779,0.534803224,0.155825752,0.535456906,0.598920275,0.870179191,-5.793393862,MIMAT0027764|MIMAT0027765
MI0019195,0.415779998,-0.376568944,0.532321435,0.601045221,0.870869285,-5.803802221,MIMAT0022381|MIMAT0022382
MI0022912,-0.471257879,-0.469722757,-0.519199126,0.609978227,0.881443069,-5.812003586,MIMAT0028030|MIMAT0028031
MI0022834,-0.538991398,0.264956778,-0.506770861,0.618497361,0.888986873,-5.798135781,MIMAT0027874|MIMAT0027875
MI0003522,0.554731874,4.580073418,0.508014787,0.617642155,0.888986873,-5.867232513,MIMAT0003171|MIMAT0003172
MI0000571,0.236004157,10.95161054,0.503153712,0.620987358,0.890191984,-6.245849799,MIMAT0017019|MIMAT0000532
MI0014104,0.404047637,9.238573657,0.497512843,0.624879873,0.893395893,-6.151712672,MIMAT0014856_1|MIMAT0014946
MI0018028,-0.976274646,2.163190957,-0.473049812,0.641891371,0.896309265,-5.783427612,MIMAT0020627
MI0005507,-0.648429257,-0.827417117,-0.487327712,0.631936977,0.896309265,-5.833262334,MIMAT0004881|MIMAT0004882
MI0022800,-0.626751422,-0.678382046,-0.467756791,0.645599567,0.896309265,-5.839668633,MIMAT0027806|MIMAT0027807
MI0004693,-0.588886305,5.560282758,-0.463475063,0.648606288,0.896309265,-5.943937249,MIMAT0003499
MI0018041,-0.578299168,2.946142198,-0.461481769,0.65000815,0.896309265,-5.815815265,MIMAT0020640|MIMAT0022987
MI0022793,-0.574018874,-0.31709542,-0.478628949,0.637993197,0.896309265,-5.828952268,MIMAT0027792|MIMAT0027793
MI0000712,-0.538489719,3.635410465,-0.483061081,0.634904161,0.896309265,-5.836199976,MIMAT0000127|MIMAT0017063
MI0021923,0.295244375,10.28811542,0.461211442,0.650198372,0.896309265,-6.23002609,MIMAT0025138
MI0000595,0.313240006,7.785706892,0.467688588,0.645647411,0.896309265,-6.078771111,MIMAT0000555|MIMAT0000556
MI0000145,0.383107857,7.879772229,0.462388827,0.649370059,0.896309265,-6.08651068,MIMAT0000130|MIMAT0004524
MI0022784,0.430741116,-0.198260719,0.472793185,0.642070937,0.896309265,-5.829056631,MIMAT0027774|MIMAT0027775
MI0014099,0.451704498,-0.30401321,0.462316099,0.649421211,0.896309265,-5.835787501,MIMAT0014933|MIMAT0014934|MIMAT0014935|MIMAT0014936
MI0009961,0.647532412,5.1146444,0.474237973,0.641060293,0.896309265,-5.911969142,MIMAT0017349|MIMAT0009437
MI0000159,0.686658407,2.271850796,0.470161091,0.643913964,0.896309265,-5.798255949,MIMAT0003473|MIMAT0000145
MI0000141,0.358535132,10.46945777,0.454305985,0.655065917,0.898423739,-6.242285384,MIMAT0016980|MIMAT0000125
MI0004636,0.386162088,2.431668806,0.455613604,0.654142966,0.898423739,-5.804172809,MIMAT0003453|MIMAT0017247
MI0000221,0.450079262,9.937275981,0.451416066,0.657107723,0.898936708,-6.21241938,MIMAT0000208|MIMAT0004538
MI0000401,-0.638044943,8.055207951,-0.444819881,0.66177851,0.900754083,-6.108351928,MIMAT0017008|MIMAT0000379
MI0000231,0.377107469,9.120411803,0.445130982,0.661557894,0.900754083,-6.169655215,MIMAT0000218|MIMAT0000219
MI0001525,-0.712000126,-0.056104457,-0.442342296,0.66353661,0.900820106,-5.836586181,MIMAT0001419|MIMAT0001420
MI0016971,0.24535325,8.489445686,0.440043591,0.665169577,0.900820106,-6.134781862,MIMAT0019345|MIMAT0019346
MI0004703,-0.303596039,9.426263122,-0.435152251,0.668650052,0.903264105,-6.193292915,MIMAT0003508|MIMAT0003509
MI0016973,-0.309025051,4.482329354,-0.432776518,0.670343325,0.90328763,-5.899459748,MIMAT0019348
MI0004645,-0.474191463,0.11686126,-0.429855266,0.672427904,0.903837008,-5.835913837,MIMAT0003460|MIMAT0022715
MI0024998,-0.532049428,0.141593008,-0.425209107,0.675748993,0.905848574,-5.840175628,MIMAT0029822|MIMAT0029823
MI0022871,0.372412597,-0.728952001,0.423062568,0.677285669,0.905848574,-5.861007601,MIMAT0027948|MIMAT0027949
MI0026046,-0.423425628,6.963448044,-0.420332402,0.679242262,0.90621678,-6.051947793,MIMAT0031420
MI0004605,-0.405856819,4.1872156,-0.417288683,0.681426334,0.906885911,-5.890572176,MIMAT0017245|MIMAT0003898
MI0000585,-0.384719552,-0.196632083,-0.410424393,0.686362548,0.909532046,-5.857628176,MIMAT0000209|MIMAT0000544
MI0000627,-0.258132911,11.32169204,-0.404093947,0.690927785,0.909532046,-6.312259077,MIMAT0004653|MIMAT0000590
MI0000564,-0.247040384,7.327481021,-0.400480305,0.693539278,0.909532046,-6.081823085,MIMAT0000526|MIMAT0004624
MI0024995,0.373731655,-0.591709847,0.404519534,0.690620485,0.909532046,-5.866904599,MIMAT0029816|MIMAT0029817
MI0014020,0.383238524,7.689640259,0.401092539,0.693096552,0.909532046,-6.102636852,MIMAT0014822|MIMAT0014823
MI0000172,0.588525707,3.239027682,0.4014494,0.692838547,0.909532046,-5.848234848,MIMAT0000160|MIMAT0004535
MI0000765,-0.412958245,-0.530436424,-0.388508051,0.702219461,0.912121552,-5.870493182,MIMAT0017076|MIMAT0000708
MI0000704,0.251860629,11.69161466,0.387129164,0.70322193,0.912121552,-6.338381241,MIMAT0017057|MIMAT0000666
MI0000572,0.322525942,9.183259767,0.388287822,0.702379533,0.912121552,-6.197521971,MIMAT0000219_1|MIMAT0005440
MI0018025,0.339238434,-0.557036502,0.388585948,0.702162846,0.912121552,-5.872269876,MIMAT0020624
MI0000817,0.602592718,1.284147129,0.384059721,0.705455466,0.912121552,-5.832216906,MIMAT0000766|MIMAT0004704
MI0000711,0.697423914,1.352492138,0.383768772,0.705667323,0.912121552,-5.837631618,MIMAT0000671|MIMAT0017062
MI0004155,0.272102376,7.316845618,0.378084234,0.709811534,0.913098847,-6.089306517,MIMAT0014805|MIMAT0014806
MI0000558,0.300071567,12.72453891,0.379974201,0.708432645,0.913098847,-6.395075829,MIMAT0000522|MIMAT0004621
MI0014038,-0.354905874,0.648549001,-0.371722949,0.714460184,0.916644306,-5.841472345,MIMAT0014858|MIMAT0014859
MI0000162,0.487736344,1.043412169,0.369661754,0.715968929,0.916644306,-5.841014451,MIMAT0000148|MIMAT0004532
MI0000155,-0.213217281,8.432348384,-0.366375027,0.718377225,0.917548162,-6.162561953,MIMAT0016982|MIMAT0000140
MI0000799,-0.409783458,1.144255643,-0.356302302,0.725776693,0.922626503,-5.829968478,MIMAT0000747|MIMAT0004691
MI0009920,0.356605635,0.403222852,0.357837794,0.724646895,0.922626503,-5.864796456,MIMAT0009394
MI0003538,0.292278769,3.215009433,0.349900172,0.730494267,0.926438611,-5.866529465,MIMAT0003188|MIMAT0004790
MI0005484,-0.563409638,0.9672873,-0.283514349,0.780033617,0.92907325,-5.855935948,MIMAT0017271|MIMAT0004859
MI0021583,-0.447765381,10.10937155,-0.301565594,0.76645646,0.92907325,-6.281422605,MIMAT0024857
MI0014030,-0.37463451,3.761826982,-0.286420729,0.77784254,0.92907325,-5.915772963,MIMAT0014842|MIMAT0014843
MI0022941,-0.349739611,3.02546319,-0.305978829,0.763148685,0.92907325,-5.876278263,MIMAT0028088|MIMAT0028089
MI0000568,-0.316014587,7.051303212,-0.28763036,0.776931182,0.92907325,-6.103580201,MIMAT0000529|MIMAT0004627
MI0025007,-0.309029687,2.07883825,-0.304300635,0.764405963,0.92907325,-5.847711801,MIMAT0029840|MIMAT0029841
MI0022795,-0.304828879,1.062724264,-0.304929947,0.763934413,0.92907325,-5.851882417,MIMAT0027796|MIMAT0027797
MI0025030,-0.291251636,-0.491498085,-0.291240437,0.774213267,0.92907325,-5.902447829,MIMAT0029884|MIMAT0029885
MI0000174,-0.242910621,5.915515613,-0.319593031,0.752974472,0.92907325,-6.020824413,MIMAT0016991|MIMAT0000162
MI0026047,-0.208270506,3.456432639,-0.301654422,0.766389836,0.92907325,-5.894981053,MIMAT0031421
MI0000565,0.181935907,11.14489472,0.331022323,0.744468824,0.92907325,-6.329366722,MIMAT0000527|MIMAT0004625
MI0000566,0.184056053,11.13535918,0.332999392,0.743000885,0.92907325,-6.32817073,MIMAT0000527_1|MIMAT0017018
MI0004124,0.203676758,8.847267077,0.310974368,0.759410126,0.92907325,-6.20497623,MIMAT0004187|MIMAT0004820
MI0021961,0.227530146,9.832531024,0.298904328,0.768453353,0.92907325,-6.265694821,MIMAT0025179
MI0005515,0.232453197,2.129401107,0.291392846,0.774098589,0.92907325,-5.855209258,MIMAT0004889|MIMAT0017277
MI0023730,0.27636079,1.550867846,0.282451686,0.780835217,0.92907325,-5.85821313,MIMAT0028438|MIMAT0028439
MI0014037,0.27845875,9.091627772,0.3266213,0.747740119,0.92907325,-6.214540151,MIMAT0014856|MIMAT0014857
MI0000741,0.283181593,-0.647063175,0.297276409,0.769675693,0.92907325,-5.903842397,MIMAT0000664_1|MIMAT0022841
MI0025022,0.288584496,-0.394915206,0.336350388,0.740515149,0.92907325,-5.887146378,MIMAT0029868|MIMAT0029869
MI0009991,0.303721448,9.264205517,0.330125826,0.74513479,0.92907325,-6.22369752,MIMAT0009456|MIMAT0009457
MI0014022,0.304246601,1.4059562,0.284116823,0.779579265,0.92907325,-5.859670546,MIMAT0014826|MIMAT0014827
MI0014028,0.306096432,1.057857884,0.284117442,0.779578797,0.92907325,-5.861700421,MIMAT0014838|MIMAT0014839
MI0000796,0.347965572,0.71984027,0.332482068,0.743384892,0.92907325,-5.858690401,MIMAT0000743|MIMAT0017080
MI0000232,0.379700123,0.481009504,0.336727263,0.74023577,0.92907325,-5.863607859,MIMAT0000220|MIMAT0016998
MI0018007,0.386129122,9.73787931,0.302093226,0.766060748,0.92907325,-6.256603912,MIMAT0020606
MI0004634,0.417636506,5.519110368,0.316678639,0.755148624,0.92907325,-5.99718977,MIMAT0003451|MIMAT0017246
MI0000550,0.422733526,6.88479699,0.308385601,0.761346751,0.92907325,-6.081913502,MIMAT0004617|MIMAT0000516
MI0014088,0.422923995,-0.747486043,0.337922167,0.739350229,0.92907325,-5.892842985,MIMAT0014911|MIMAT0014912
MI0022880,-0.348284474,1.685837768,-0.279172912,0.783310092,0.929965065,-5.849030913,MIMAT0027966|MIMAT0027967
MI0022933,0.211956882,0.504579299,0.275045127,0.786429199,0.931616128,-5.882819945,MIMAT0028072|MIMAT0028073
MI0000259,0.203511337,9.822208153,0.267654901,0.792022799,0.936184843,-6.274172614,MIMAT0000248|MIMAT0000249
MI0003484,-0.426756094,0.057524538,-0.246175275,0.808345603,0.936628454,-5.900240171,MIMAT0004782|MIMAT0003120
MI0000688,-0.403650973,7.525559021,-0.239744303,0.81325068,0.936628454,-6.146352094,MIMAT0004660|MIMAT0000651
MI0000168,-0.38504821,4.146924837,-0.263009812,0.795544608,0.936628454,-5.939214541,MIMAT0016988|MIMAT0000156
MI0022891,-0.28221912,1.253861356,-0.241309263,0.812056302,0.936628454,-5.863945388,MIMAT0027988|MIMAT0027989
MI0018034,-0.275513859,0.918520056,-0.247578448,0.807276443,0.936628454,-5.868453226,MIMAT0020633
MI0018023,-0.268296509,5.362054383,-0.244654312,0.809504953,0.936628454,-6.009707911,MIMAT0020622
MI0000403,-0.218452649,3.101923072,-0.260984608,0.797081498,0.936628454,-5.89054331,MIMAT0000381|MIMAT0004580
MI0021951,0.193824157,7.574936882,0.253628586,0.802670988,0.936628454,-6.144985922,MIMAT0025167
MI0020958,0.210607528,0.684979136,0.24686478,0.80782018,0.936628454,-5.882730761,MIMAT0014876_1|MIMAT0014877_1
MI0022858,0.282312326,0.302412045,0.257349088,0.799842564,0.936628454,-5.897282733,MIMAT0027922|MIMAT0027923
MI0022810,0.294112483,2.021728873,0.248152217,0.806839368,0.936628454,-5.86748952,MIMAT0027826|MIMAT0027827
MI0022864,0.305094061,0.127592175,0.24382919,0.81013409,0.936628454,-5.904106351,MIMAT0027934|MIMAT0027935
MI0004677,-0.368613021,2.16302122,-0.229975721,0.820716617,0.940546025,-5.87044462,MIMAT0003483
MI0000583,0.318117964,4.172321266,0.230457446,0.820348024,0.940546025,-5.945896743,MIMAT0000541|MIMAT0017021
MI0014701,0.376840291,4.046435276,0.22844628,0.821887158,0.940546025,-5.93710447,MIMAT0015642
MI0005520,-0.415438514,1.246199682,-0.224624531,0.824813967,0.941895611,-5.865174196,MIMAT0004897|MIMAT0004898
MI0018040,-0.274137395,3.723784448,-0.218871476,0.829224805,0.944930591,-5.928830556,MIMAT0020639
MI0018038,-0.37863087,3.167024488,-0.208478422,0.837207843,0.946288145,-5.905819878,MIMAT0020637
MI0022774,0.193422986,-0.544165133,0.208178263,0.837438673,0.946288145,-5.924805139,MIMAT0027754|MIMAT0027755
MI0022831,0.209927657,1.593227666,0.210855988,0.835379963,0.946288145,-5.871601133,MIMAT0027868|MIMAT0027869
MI0001151,0.396160858,1.10611693,0.209337867,0.836546988,0.946288145,-5.885499568,MIMAT0001081|MIMAT0017170
MI0000714,0.144495271,6.131577292,0.203632407,0.840936416,0.948252569,-6.062962186,MIMAT0000672|MIMAT0004667
MI0000699,-0.347202399,0.216638889,-0.187987545,0.852999755,0.94838052,-5.906290316,MIMAT0000662|MIMAT0017054
MI0021591,-0.263332379,-0.741132882,-0.187512674,0.853366516,0.94838052,-5.930458418,MIMAT0024864
MI0001649,-0.182389713,1.791310912,-0.191632257,0.850185959,0.94838052,-5.870953776,MIMAT0001542|MIMAT0017180
MI0000241,0.114410522,6.588901876,0.193744192,0.848556444,0.94838052,-6.094325476,MIMAT0000229_1|MIMAT0000230_1
MI0021960,0.145011414,6.785548335,0.187650231,0.853260271,0.94838052,-6.107136986,MIMAT0025178
MI0009927,0.180969219,0.7799393,0.190645531,0.85094753,0.94838052,-5.892039337,MIMAT0009402
MI0000569,0.241928962,14.94151664,0.195030622,0.847564212,0.94838052,-6.547743608,MIMAT0000530|MIMAT0004628
MI0003492,0.248630117,-0.098364335,0.181903751,0.857701083,0.951236386,-5.920615479,MIMAT0003128|MIMAT0003129
MI0003535,-0.205951983,1.605286671,-0.159338365,0.875185285,0.960743113,-5.874668626,MIMAT0003185|MIMAT0003186
MI0022802,-0.126738744,2.436508717,-0.16378302,0.87173592,0.960743113,-5.888981074,MIMAT0027810|MIMAT0027811
MI0006297,0.13485763,-0.787619235,0.161002667,0.873893365,0.960743113,-5.936372555,MIMAT0005850
MI0004680,0.168705822,2.124992672,0.164580719,0.871117128,0.960743113,-5.883125056,MIMAT0003486|MIMAT0017255
MI0000586,0.18118336,9.705244652,0.168079372,0.868404164,0.960743113,-6.290245965,MIMAT0000545|MIMAT0017023
MI0000579,-0.278328601,1.001945336,-0.12273494,0.903683668,0.964858308,-5.890623211,MIMAT0000538|MIMAT0004634
MI0019183,-0.216591817,2.457274975,-0.136443251,0.892992788,0.964858308,-5.891238185,MIMAT0022357|MIMAT0022358
MI0026033,-0.159173317,2.231482486,-0.128282606,0.899354732,0.964858308,-5.886768619,MIMAT0031407
MI0022761,-0.145288851,-0.859947809,-0.135012723,0.894107483,0.964858308,-5.941055881,MIMAT0027728|MIMAT0027729
MI0022923,-0.142186132,-0.544672767,-0.144636638,0.886612832,0.964858308,-5.934662821,MIMAT0028052|MIMAT0028053
MI0025015,-0.139863285,0.277610527,-0.126602349,0.900665528,0.964858308,-5.91965774,MIMAT0029856|MIMAT0029857
MI0022839,-0.124542042,-0.102942402,-0.130633472,0.897521284,0.964858308,-5.929745496,MIMAT0027884|MIMAT0027885
MI0019198,-0.118084228,0.127200351,-0.12233578,0.903995261,0.964858308,-5.924747934,MIMAT0022385|MIMAT0022386
MI0009935,-0.105513657,4.623395495,-0.129983371,0.898028241,0.964858308,-5.98957421,MIMAT0009411|MIMAT0019136
MI0001730,0.09193224,6.756627209,0.122435239,0.90391762,0.964858308,-6.115852958,MIMAT0001632
MI0022752,0.115296329,-0.037207854,0.148578863,0.883545946,0.964858308,-5.925731571,MIMAT0027710|MIMAT0027711
MI0001653,0.147716776,2.595138111,0.147351468,0.884500607,0.964858308,-5.896264933,MIMAT0001546|MIMAT0017182
MI0000148,0.174909951,8.568728095,0.134590037,0.894436893,0.964858308,-6.228188922,MIMAT0004526|MIMAT0000133
MI0030346,0.180507059,4.289111606,0.124397497,0.902386015,0.964858308,-5.969554993,MIMAT0035718
MI0000245,-0.144567562,-0.91994968,-0.11438764,0.910203023,0.967694346,-5.944786893,MIMAT0004546|MIMAT0000235
MI0000623,-0.116692824,8.669791996,-0.109370669,0.914124537,0.967694346,-6.238363616,MIMAT0004651|MIMAT0000586
MI0014106,-0.106215983,-0.027256668,-0.111282548,0.912629844,0.967694346,-5.930238469,MIMAT0014949|MIMAT0014950
MI0022934,-0.087833009,0.400531216,-0.100562064,0.921015212,0.967694346,-5.916838507,MIMAT0028074|MIMAT0028075
MI0000696,-0.065631608,5.84620838,-0.102599068,0.91942114,0.967694346,-6.061991698,MIMAT0017053|MIMAT0000659
MI0022908,0.095631969,2.530076136,0.113257238,0.911086398,0.967694346,-5.899101089,MIMAT0028022|MIMAT0028023
MI0014034,0.149340002,0.846945717,0.101617415,0.920189297,0.967694346,-5.901896626,MIMAT0014850|MIMAT0014851
MI0000160,0.213732141,0.857946946,0.103860709,0.918434009,0.967694346,-5.905921413,MIMAT0000146|MIMAT0016985
MI0025035,-0.175101789,5.907103834,-0.094295646,0.925921177,0.969070901,-6.065933056,MIMAT0029894|MIMAT0029895
MI0001734,-0.163168792,-0.117818483,-0.094613164,0.925672517,0.969070901,-5.934156128,MIMAT0001637|MIMAT0017194
MI0026025,0.087558693,-0.058500948,0.091576116,0.928051254,0.969417879,-5.932495203,MIMAT0031399
MI0026035,-0.069659752,0.442525357,-0.079288271,0.937682473,0.972839047,-5.917651054,MIMAT0031409
MI0003491,-0.058878361,10.03462626,-0.078187174,0.93854602,0.972839047,-6.32049831,MIMAT0003127
MI0000687,0.046728801,8.543308149,0.082911023,0.93484186,0.972839047,-6.232811859,MIMAT0000649|MIMAT0000650
MI0022827,0.078253616,0.08087666,0.081118297,0.936247433,0.972839047,-5.930908095,MIMAT0027860|MIMAT0027861
MI0000731,-0.116512551,-0.052778298,-0.068543161,0.94611267,0.973196048,-5.934284502,MIMAT0000679|MIMAT0017072
MI0000632,-0.058174605,6.697270661,-0.070235285,0.944784634,0.973196048,-6.120585526,MIMAT0000595|MIMAT0004656
MI0000551,0.064634861,10.05062134,0.07121286,0.944017475,0.973196048,-6.321065045,MIMAT0000517|MIMAT0017012
MI0000554,0.068212639,1.190235181,0.070488407,0.944585989,0.973196048,-5.893820629,MIMAT0004619|MIMAT0000519
MI0000224,-0.049342351,12.78270489,-0.063437987,0.950120351,0.975456893,-6.471336477,MIMAT0000211|MIMAT0016995
MI0021587,-0.069303119,11.28683738,-0.059137232,0.953497612,0.977063143,-6.390824318,MIMAT0024861
MI0009948,-0.04598825,-0.615367411,-0.05586787,0.95606556,0.977835554,-5.94466161,MIMAT0009424
MI0000546,0.087813369,8.494130255,0.048895692,0.961543535,0.981575692,-6.23220457,MIMAT0017010|MIMAT0000513_1
MI0000792,-0.056788875,-0.058932344,-0.039198451,0.969165782,0.985623314,-5.936032934,MIMAT0017078|MIMAT0000739
MI0000795,0.022118427,14.0379014,0.040547714,0.968105031,0.985623314,-6.531367773,MIMAT0000742|MIMAT0003151
MI0004702,-0.023267308,6.412509504,-0.030841167,0.975737275,0.986876163,-6.102985374,MIMAT0017258|MIMAT0003507
MI0022832,0.031899132,-0.434147441,0.033684201,0.973501518,0.986876163,-5.943486423,MIMAT0027870|MIMAT0027871
MI0004122,0.037191731,7.631389948,0.030646297,0.975890529,0.986876163,-6.180122535,MIMAT0017232|MIMAT0004186
MI0022266,-0.019697792,7.138524566,-0.020561794,0.983822547,0.99117823,-6.14991767,MIMAT0027343|MIMAT0027344
MI0000718,0.04132275,8.430542614,0.022576903,0.982237387,0.99117823,-6.229474402,MIMAT0000513|MIMAT0017065
MI0000169,0.022040325,0.218593187,0.018145016,0.985723766,0.991240877,-5.9285352,MIMAT0000157|MIMAT0004534
MI0009923,0.012184481,5.604054091,0.015392058,0.987889557,0.991568847,-6.052508544,MIMAT0009398|MIMAT0017341
MI0004637,0.005316097,12.79283508,0.00627103,0.995065794,0.995065794,-6.473390507,MIMAT0004825|MIMAT0003454
MI0000153,0.013541464,6.456127706,0.007075071,0.994433164,0.995065794,-6.104222996,MIMAT0000137|MIMAT0000138
